tachometer,und-accelerometer-axial,und-accelerometer-radial,und-accelerometer-tangential,over-accelerometer-axial,over-accelerometer-radial,over-accelerometer-tangential,microphone
-0.57793,0.4807,-0.36206,-0.030744,-0.21853,-0.00064275,-0.11801,0.081095
-0.56738,0.099121,-0.071272,-0.019883,-0.24188,-0.003075,-0.13412,-0.021951
-0.56963,0.99339,-0.025218,0.003175,-0.2213,-0.013946,-0.10843,0.0041147
-0.57574,-0.68107,-0.60787,-0.02057,-0.28283,-0.0033638,-0.15238,0.12281
-0.56314,1.3717,0.32305,0.064687,-0.22739,0.033274,-0.080793,-0.10828
-0.57455,-0.70049,-0.76115,0.02315,-0.27294,0.025053,-0.10916,0.12395
-0.57154,1.0372,0.38455,0.11753,-0.23897,0.030456,-0.070242,-0.13001
-0.56613,-0.3599,-0.34365,0.051193,-0.27993,0.028884,-0.1082,0.16416
-0.57925,0.27553,0.36563,0.095388,-0.27843,0.033903,-0.099622,-0.090389
-0.56022,0.53402,-0.41321,0.049298,-0.28196,0.034506,-0.096636,0.060506
-0.58316,-0.40652,-0.34209,0.025212,-0.31947,0.03586,-0.12096,-0.026746
-0.55949,1.1668,0.16757,0.019425,-0.28839,0.036893,-0.088692,0.010321
-0.5765,-1.3631,-0.50237,-0.064073,-0.3491,0.03869,-0.13999,0.20902
-0.56368,1.3797,0.41014,0.015263,-0.30146,0.04032,-0.091787,-0.13274
-0.56918,-0.9757,-0.75984,-0.059243,-0.34738,0.041552,-0.12745,0.13301
-0.55876,0.82537,0.3461,0.026657,-0.31637,0.041674,-0.084068,-0.16163
-0.58515,-0.50272,-0.47063,-0.045022,-0.35189,0.04186,-0.10774,0.25835
-0.5276,-0.42429,0.084832,0.030479,-0.36253,0.040936,-0.10811,-0.025894
-0.62522,0.69626,-0.057428,0.052901,-0.33291,0.036579,-0.079952,0.034464
-0.24101,-0.94669,-0.18976,0.040884,-0.36423,0.033043,-0.10997,0.019009
-0.47222,1.2364,0.22931,0.07366,-0.33559,0.034641,-0.079868,-0.032928
-0.43583,-1.5878,-0.562,-0.036493,-0.40783,0.036534,-0.13594,0.25701
-0.29206,1.2395,0.40653,0.051957,-0.35677,0.03654,-0.084145,-0.15795
-0.49719,-0.84739,-0.61937,-0.053102,-0.38954,0.038542,-0.10877,0.19867
-0.50094,0.72343,0.28917,0.01182,-0.36655,0.036784,-0.082488,-0.15968
-0.29666,-0.2348,-0.4122,-0.076096,-0.39303,0.037208,-0.10939,0.24199
-0.37826,-0.51943,-0.040655,-0.031027,-0.4108,0.029532,-0.1153,-0.0067157
-0.27616,0.79202,-0.022841,-0.0068768,-0.37792,0.024719,-0.077897,0.050381
-0.38069,-1.4031,-0.37303,-0.033603,-0.4249,0.026978,-0.11364,0.13795
-0.3769,1.3436,0.28659,0.061546,-0.37324,0.026189,-0.056204,-0.097253
-0.32819,-1.6257,-0.62929,-0.025124,-0.43981,0.026888,-0.11778,0.30308
-0.46882,1.0625,0.38451,0.087501,-0.38833,0.026465,-0.067577,-0.17445
-0.31089,-0.93049,-0.57367,-0.017462,-0.42757,0.026009,-0.10283,0.27551
-0.56074,0.2273,0.2334,0.044693,-0.4099,0.024103,-0.083079,-0.13181
-0.3614,0.021723,-0.31274,-0.035228,-0.4151,0.024238,-0.088441,0.20539
-0.26159,-0.81486,-0.12814,-0.031573,-0.44078,0.02658,-0.11288,0.035827
-0.42928,0.99771,0.059778,-0.010788,-0.39613,0.026683,-0.082604,0.017744
-0.29363,-1.5275,-0.49216,-0.083997,-0.45033,0.028531,-0.13682,0.22885
-0.33099,1.357,0.34055,0.019014,-0.38368,0.029199,-0.081313,-0.14469
-0.33449,-1.3222,-0.68093,-0.064246,-0.42843,0.027755,-0.12585,0.30021
-0.40079,1.0803,0.37723,0.05274,-0.38464,0.026856,-0.086431,-0.17608
-0.3432,-0.76477,-0.52557,-0.028817,-0.42062,0.024398,-0.1277,0.30074
-0.50029,-0.12179,0.17488,0.056215,-0.41193,0.025059,-0.11557,-0.083088
-0.25514,0.44842,-0.15926,0.025475,-0.39701,0.022325,-0.10218,0.14286
-0.42495,-0.98887,-0.18574,0.010523,-0.43201,0.023211,-0.13068,0.087545
-0.35009,1.2059,0.23983,0.052137,-0.37795,0.023134,-0.075251,-0.035288
-0.41833,-1.4992,-0.46519,-0.043712,-0.43675,0.022614,-0.12384,0.24854
-0.35409,1.3391,0.46641,0.041603,-0.37762,0.0223,-0.067866,-0.15822
-0.29197,-1.3234,-0.58721,-0.086148,-0.43081,0.021087,-0.123,0.34516
-0.34744,0.64696,0.40252,0.0094052,-0.39409,0.0061662,-0.094806,-0.16326
-0.35499,-0.34729,-0.36146,-0.060527,-0.40217,0.0013723,-0.10766,0.25664
-0.46756,-0.27996,0.12361,-0.002368,-0.40296,0.0070262,-0.11069,-0.055659
-0.31049,0.67693,-0.078596,-8.14E-05,-0.38283,0.0069491,-0.10168,0.11373
-0.34532,-1.2647,-0.32797,-0.018207,-0.42783,0.007546,-0.14651,0.1353
-0.49462,1.2459,0.25375,0.064109,-0.36847,0.0063331,-0.094876,-0.061208
-0.2586,-1.5473,-0.63951,-0.017699,-0.43152,0.0079246,-0.15495,0.28346
-0.47323,1.2717,0.38525,0.087353,-0.37319,0.010074,-0.099327,-0.18382
-0.25162,-1.0156,-0.36014,-0.028734,-0.42353,0.0095418,-0.14456,0.28945
-0.37959,0.50418,0.37046,0.044827,-0.39841,0.0097921,-0.10882,-0.16688
-0.35003,-0.15692,-0.40557,-0.032273,-0.40353,0.0098499,-0.11381,0.22525
-0.3177,-0.69769,-0.077998,-0.019524,-0.42349,0.010999,-0.12986,-0.012751
-0.33105,0.89996,-0.03479,-0.014944,-0.38708,0.0099525,-0.096527,0.064643
-0.26793,-1.4925,-0.46626,-0.063302,-0.43986,0.0095739,-0.14362,0.17876
-0.46827,1.3659,0.29403,0.024409,-0.3756,0.010966,-0.0785,-0.10687
-0.17545,-1.571,-0.65,-0.067342,-0.43478,0.011018,-0.12703,0.28444
-0.43211,0.96523,0.36942,0.052066,-0.37946,0.010312,-0.074538,-0.16586
-0.27297,-0.90136,-0.5742,-0.037007,-0.41526,0.0079952,-0.11028,0.28991
-0.33976,0.1129,0.15801,0.041603,-0.40251,0.0085086,-0.09625,-0.11677
-0.38983,0.1085,-0.17966,-0.00064664,-0.3985,0.0090733,-0.091132,0.17601
-0.3106,-0.96378,-0.078634,-0.0057336,-0.43112,0.0078283,-0.12175,0.025483
-0.47913,1.0954,0.14621,0.017877,-0.38745,0.0074112,-0.093213,0.015018
-0.21953,-1.535,-0.35724,-0.067361,-0.46636,-0.020434,-0.17536,0.20736
-0.43232,1.3778,0.3518,0.023683,-0.38466,-0.024978,-0.11196,-0.13064
-0.31083,-1.4093,-0.39829,-0.099919,-0.46045,-0.026653,-0.19232,0.27502
-0.37198,0.82981,0.36362,0.01965,-0.39689,-0.029547,-0.14068,-0.15571
-0.42709,-0.71172,-0.28695,-0.073726,-0.43891,-0.027538,-0.18293,0.27862
-0.35903,-0.25618,0.18436,0.0095722,-0.43394,-0.027744,-0.17213,-0.091338
-0.40001,0.42056,-0.035946,-0.0012953,-0.40391,-0.026043,-0.14015,0.16258
-0.4959,-1.2059,-0.10288,-0.0074292,-0.4639,-0.028232,-0.18675,0.11729
-0.38676,1.2245,0.25407,0.065516,-0.38486,-0.029098,-0.10602,-0.034583
-0.34701,-1.8365,-0.34358,-0.037989,-0.49156,-0.030497,-0.19747,0.31282
-0.40785,1.2917,0.42958,0.073942,-0.39832,-0.029554,-0.096719,-0.1699
-0.37425,-1.5923,-0.39312,-0.073977,-0.48787,-0.032724,-0.17611,0.36843
-0.35891,0.54198,0.3666,0.028295,-0.43508,-0.033564,-0.12698,-0.1664
-0.29097,-0.52715,-0.2245,-0.065672,-0.46333,-0.034078,-0.15997,0.26718
-0.35894,-0.72975,0.099787,-0.032273,-0.47911,-0.032101,-0.18167,-0.035386
-0.34111,0.60413,0.10804,-0.020005,-0.42664,-0.031229,-0.14307,0.096696
-0.38474,-1.6732,-0.13505,-0.065415,-0.49785,-0.029528,-0.21935,0.15581
-0.37698,1.2306,0.32137,0.022142,-0.4077,-0.02646,-0.14743,-0.088126
-0.31271,-2.0993,-0.43792,-0.093971,-0.50634,-0.024907,-0.24234,0.32625
-0.51277,1.0561,0.41115,0.042772,-0.41175,-0.026178,-0.14242,-0.1903
-0.44772,-1.3898,-0.4337,-0.080971,-0.48297,-0.022173,-0.19591,0.3686
-0.38946,0.1921,0.27306,0.02114,-0.44351,0.0012312,-0.1459,-0.14817
-0.47449,-0.32995,-0.23209,-0.061041,-0.45553,-0.0036012,-0.1461,0.25621
-0.33168,-1.139,-0.040803,-0.047219,-0.49514,-0.0018364,-0.17179,0.021151
-0.46903,0.885,0.082211,-0.033782,-0.43593,0.0013659,-0.10683,0.049651
-0.46894,-2.0206,-0.37082,-0.11199,-0.53667,0.00083969,-0.18752,0.23338
-0.39567,1.2968,0.32302,-0.0026249,-0.4359,-0.00070051,-0.081731,-0.13347
-0.45421,-2.1371,-0.54441,-0.13188,-0.54119,-0.0037424,-0.17281,0.3473
-0.4358,0.89316,0.34884,0.012077,-0.45059,-0.0023113,-0.083587,-0.19604
-0.4588,-1.298,-0.40941,-0.097453,-0.51236,0.00096162,-0.13644,0.36376
-0.47411,-0.29815,0.18384,-0.0025221,-0.48541,0.0045618,-0.11308,-0.10373
-0.36616,-0.056542,-0.18186,-0.03235,-0.47395,0.0070197,-0.101,0.19828
-0.27407,-1.5199,-0.17321,-0.0319,-0.53047,0.0048891,-0.15514,0.085817
-0.52064,1.0232,0.16013,0.021782,-0.44895,0.0057106,-0.084113,-0.012824
-0.42272,-2.1876,-0.40007,-0.087536,-0.55708,0.0076422,-0.18765,0.30885
-0.46911,1.3337,0.37875,0.025681,-0.45406,0.011364,-0.096803,-0.17455
-0.34066,-2.0326,-0.49482,-0.1211,-0.55821,0.010877,-0.20059,0.41431
-0.47329,0.61427,0.34743,0.0060781,-0.48681,0.012115,-0.13477,-0.20225
-0.27229,-0.91783,-0.368,-0.092545,-0.52629,0.0067181,-0.17022,0.34774
-0.4441,-0.54375,0.098631,-0.020147,-0.52456,0.0065384,-0.1653,-0.072842
-0.38653,0.3566,-0.079032,-0.025516,-0.4877,0.0026173,-0.12078,0.1434
-0.33459,-1.7087,-0.2397,-0.047694,-0.56513,0.0064101,-0.18261,0.13955
-0.34204,1.2158,0.25633,0.043035,-0.47673,-0.0091203,-0.082476,-0.064883
-0.42558,-1.4829,-0.36014,-0.050206,-0.58069,-0.037967,-0.1675,0.13513
-0.38551,1.2958,0.37427,0.060551,-0.48872,-0.030099,-0.07177,-0.16279
-0.37141,-1.3972,-0.2944,-0.088274,-0.62231,-0.034059,-0.19217,0.29476
-0.40572,0.44436,0.32198,0.017704,-0.54778,-0.031691,-0.12768,-0.14649
-0.33582,-0.31238,-0.10923,-0.04738,-0.5484,-0.033205,-0.12282,0.1582
-0.32206,-0.45969,0.12592,-0.01407,-0.56806,-0.031517,-0.13975,-0.1084
-0.33426,0.66364,0.1475,-0.030108,-0.50514,-0.03488,-0.073157,0.12057
-0.45296,-1.6675,-0.089471,-0.084311,-0.59553,-0.034931,-0.14716,0.15331
-0.37907,1.2724,0.3405,0.024595,-0.50135,-0.036478,-0.063075,-0.084256
-0.46063,-1.9223,-0.29099,-0.082982,-0.62457,-0.034732,-0.19768,0.30247
-0.41856,1.0734,0.41102,0.052008,-0.52009,-0.033256,-0.11824,-0.17903
-0.31561,-1.3927,-0.26124,-0.061972,-0.58711,-0.032929,-0.19571,0.32455
-0.5286,0.039486,0.28822,0.024358,-0.53851,-0.026627,-0.1595,-0.10925
-0.4418,-0.10751,-0.092857,-0.025657,-0.564,-0.02569,-0.18608,0.13194
-0.42389,-1.0903,0.0074865,-0.018361,-0.60017,-0.025709,-0.23557,-0.029715
-0.44537,0.94937,0.18805,0.013625,-0.51003,-0.029412,-0.1419,0.022392
-0.43252,-1.6773,-0.27942,-0.056975,-0.60586,-0.02972,-0.23549,0.11295
-0.57754,1.3837,0.35912,0.038238,-0.49679,-0.03024,-0.12827,-0.11312
-0.34162,-1.7178,-0.46041,-0.085827,-0.62274,-0.032332,-0.24316,0.23012
-0.47145,0.86286,0.35693,0.039034,-0.51517,-0.033802,-0.14068,-0.18365
-0.43003,-1.2094,-0.37519,-0.058819,-0.586,-0.020338,-0.19174,0.27417
-0.49289,-0.34984,0.13725,0.01507,-0.54725,-0.017174,-0.16322,-0.12135
-0.45111,0.14813,-0.12971,-0.021951,-0.52431,-0.018669,-0.13519,0.1754
-0.45675,-1.5352,-0.19613,-0.039364,-0.5721,-0.014626,-0.19625,0.028793
-0.472,1.1166,0.1768,0.022309,-0.47449,-0.01702,-0.097015,0.0075463
-0.47904,-2.0162,-0.46103,-0.079488,-0.58804,-0.017328,-0.21196,0.20167
-0.45326,1.3213,0.34319,0.038784,-0.45563,-0.015499,-0.093341,-0.15123
-0.42536,-1.9908,-0.52585,-0.096688,-0.56897,-0.019606,-0.21428,0.28449
-0.45118,0.27596,0.28838,0.023503,-0.47316,-0.016449,-0.14642,-0.19857
-0.44971,-0.87804,-0.33934,-0.070052,-0.52704,-0.016686,-0.20357,0.30921
-0.46361,-0.94354,0.051472,-0.013878,-0.51455,-0.015191,-0.21884,-0.081238
-0.43139,0.43454,-0.018929,-0.011739,-0.47158,-0.01317,-0.16705,0.1389
-0.51879,-1.832,-0.25531,-0.044265,-0.54929,-0.015807,-0.24978,0.088932
-0.46874,1.2031,0.27076,0.045502,-0.44295,-0.01419,-0.14044,-0.040837
-0.40001,-2.3083,-0.45152,-0.077304,-0.57054,-0.015352,-0.26489,0.27857
-0.5785,1.0911,0.42264,0.055817,-0.43696,-0.0084336,-0.13463,-0.17786
-0.32644,-1.7567,-0.42815,-0.075525,-0.53716,-0.011026,-0.21342,0.3372
-0.5458,0.062008,0.29871,0.036947,-0.45986,-0.0080229,-0.14477,-0.16267
-0.44304,-0.39923,-0.22057,-0.044528,-0.48501,-0.011508,-0.15527,0.25545
-0.52714,-1.0183,0.014919,-0.023384,-0.48868,-0.0082796,-0.17492,-0.011462
-0.50961,0.74663,0.12798,-0.010808,-0.42034,-0.016686,-0.10353,0.065373
-0.41573,-2.0093,-0.29586,-0.086713,-0.51748,0.013206,-0.21089,0.18733
-0.60066,1.3477,0.37188,0.035803,-0.37927,0.028531,-0.077267,-0.11358
-0.4228,-2.3786,-0.47931,-0.097613,-0.50726,0.019579,-0.20359,0.31296
-0.41271,0.73024,0.41447,0.050171,-0.38125,0.027216,-0.096469,-0.18088
-0.51852,-1.4663,-0.40656,-0.073097,-0.46794,0.024315,-0.18947,0.31313
-0.51264,-0.312,0.23177,0.030748,-0.41261,0.032722,-0.16999,-0.12415
-0.50507,-0.13915,-0.14846,-0.013178,-0.41034,0.030091,-0.16971,0.21999
-0.50335,-1.3527,-0.11285,-0.0082899,-0.45001,0.032099,-0.23371,0.038796
-0.47447,0.95215,0.17964,0.03572,-0.37016,0.03319,-0.15908,0.019277
-0.51138,-2.3372,-0.38972,-0.077927,-0.48949,0.034333,-0.29572,0.1885
-0.57079,1.1619,0.39877,0.037634,-0.34436,0.036656,-0.1631,-0.1321
-0.41224,-2.0233,-0.5142,-0.10752,-0.46419,0.032741,-0.27476,0.33431
-0.51422,0.72756,0.37498,0.023298,-0.34534,0.036271,-0.16389,-0.19219
-0.47573,-1.1373,-0.33743,-0.097119,-0.40688,0.03559,-0.19295,0.31172
-0.53978,-0.62019,0.16382,-0.042832,-0.3777,0.039447,-0.15771,-0.10178
-0.40478,0.19128,-0.01891,-0.061883,-0.35691,0.04057,-0.10283,0.1662
-0.53333,-1.8793,-0.1743,-0.086026,-0.42127,0.041924,-0.16151,0.082629
-0.52477,1.1106,0.25832,0.0064764,-0.30541,0.042656,-0.037298,-0.037795
-0.43165,-2.299,-0.41369,-0.089032,-0.42456,0.044472,-0.14536,0.25282
-0.56427,1.1722,0.42171,0.032817,-0.28626,0.044472,-0.015303,-0.17251
-0.48424,-2.094,-0.44303,-0.071401,-0.39425,0.037188,-0.11415,0.37831
-0.51386,0.059292,0.32918,0.040974,-0.30232,0.036476,-0.028147,-0.1635
-0.49362,-0.81946,-0.27326,-0.027231,-0.34748,0.035237,-0.067063,0.26774
-0.43012,-1.0438,0.056778,0.0043311,-0.34494,0.023718,-0.099153,-0.023168
-0.49851,0.54767,0.034872,0.005301,-0.29098,0.023641,-0.064359,0.08258
-0.52308,-1.8371,-0.25621,-0.04869,-0.37118,0.025611,-0.18115,0.11354
-0.57467,1.2535,0.31164,0.028179,-0.2429,0.02814,-0.073215,-0.065808
-0.4913,-2.2167,-0.4626,-0.0753,-0.36601,0.027986,-0.21567,0.2382
-0.51339,0.89869,0.3917,0.030215,-0.23532,0.027864,-0.12593,-0.15347
-0.50913,-1.052,-0.3014,-0.063919,-0.30092,0.026773,-0.18703,0.17752
-0.5167,0.23366,0.3076,0.0078765,-0.25832,0.02538,-0.14159,-0.15459
-0.49366,-0.078955,-0.043328,-0.042415,-0.30712,0.023102,-0.18753,0.16535
-0.52111,-1.1413,0.090485,-0.014064,-0.34249,0.021074,-0.22522,-0.032636
-0.50732,0.90938,0.1653,0.041282,-0.22822,0.023096,-0.10132,0.011586
-0.53336,-1.5983,-0.2182,-0.02323,-0.30136,0.024539,-0.14415,0.058193
-0.53005,1.2682,0.41046,0.048681,-0.20624,0.027819,-0.038877,-0.094746
-0.51063,-1.4856,-0.2562,-0.04544,-0.2953,0.027203,-0.10756,0.15187
-0.53404,0.7435,0.44525,0.051122,-0.22983,0.02692,-0.035178,-0.15201
-0.50104,-0.67702,-0.16057,-0.025683,-0.2828,0.023397,-0.080196,0.17217
-0.59177,-0.18844,0.30459,0.023812,-0.26655,0.02316,-0.059055,-0.10857
-0.52249,0.24197,0.034589,0.0072471,-0.25392,0.024674,-0.052556,0.086839
-0.5244,-1.5444,0.01912,0.0026033,-0.29463,0.024892,-0.10754,-0.017522
-0.59534,0.98219,0.29457,0.065541,-0.22662,0.025874,-0.061502,-0.021221
-0.47928,-1.6556,-0.25628,0.0021537,-0.29945,0.020772,-0.15639,0.093532
-0.61633,1.2158,0.45937,0.084585,-0.20858,0.025791,-0.10055,-0.10672
-0.51159,-1.3239,-0.34504,-0.0076091,-0.27808,0.011615,-0.17947,0.13712
-0.55744,0.50563,0.41105,0.065227,-0.2163,0.0066154,-0.13578,-0.12585
-0.58746,-0.39651,-0.20349,-0.0065557,-0.25111,0.010504,-0.1701,0.1297
-0.51098,-0.76145,0.17303,0.019091,-0.2491,0.0059673,-0.1664,-0.084597
-0.60298,0.66776,0.034846,0.00038745,-0.21544,0.0069106,-0.12892,0.046852
-0.54777,-1.2194,-0.1623,-0.052081,-0.26586,0.0040292,-0.17248,-0.0074458
-0.53612,1.3637,0.29668,-0.0034213,-0.18511,0.0046838,-0.090997,-0.042225
-0.61781,-1.6743,-0.41676,-0.070104,-0.2702,0.0052357,-0.16855,0.074524
-0.50208,0.99462,0.39139,0.03202,-0.17706,0.006808,-0.078263,-0.11244
-0.6068,-1.1526,-0.42564,-0.04377,-0.24366,0.0058582,-0.13727,0.14267
-0.55551,0.096218,0.29122,0.036208,-0.18675,0.0062432,-0.088435,-0.13731
-0.53359,-0.12256,-0.21451,0.0030786,-0.19441,0.0031243,-0.094073,0.12247
-0.62037,-0.87912,0.023919,0.040762,-0.20879,0.0073085,-0.11382,-0.076395
-0.51052,0.8932,0.039048,0.070808,-0.1624,0.010787,-0.072689,0.026116
-0.59665,-1.4817,-0.33482,0.01762,-0.22871,0.0090669,-0.15082,0.028428
-0.57019,1.3668,0.3229,0.064019,-0.13847,0.011204,-0.072637,-0.072525
-0.5217,-1.5468,-0.4263,-0.051355,-0.22872,0.012141,-0.15021,0.13926
-0.63415,0.94705,0.39191,0.025751,-0.14555,0.014547,-0.078327,-0.14079
-0.50431,-0.74282,-0.40298,-0.066083,-0.20022,0.012552,-0.14181,0.14754
-0.59573,0.101,0.22102,-0.015792,-0.16051,0.011653,-0.11234,-0.11782
-0.59035,0.17014,-0.15381,-0.044104,-0.15507,0.0081941,-0.10873,0.076106
-0.50803,-1.1468,-0.075441,-0.033313,-0.18438,0.0027008,-0.13864,-0.056
-0.65186,1.072,0.14391,0.016875,-0.11386,-0.032705,-0.06339,0.0099801
-0.50223,-1.4843,-0.39628,-0.025163,-0.19301,-0.030779,-0.13472,0.06586
-0.60432,1.2318,0.37768,0.066363,-0.095862,-0.029111,-0.043469,-0.091022
-0.58652,-1.3597,-0.43361,-0.023352,-0.18895,-0.034957,-0.12202,0.12478
-0.53356,0.77357,0.39922,0.072748,-0.11735,-0.035945,-0.06427,-0.12393
-0.61756,-0.62395,-0.36336,0.0071379,-0.17108,-0.041298,-0.10606,0.11169
-0.56353,-0.32688,0.15185,0.0417,-0.14264,-0.040579,-0.081756,-0.11531
-0.54042,0.5552,-0.093197,0.0069195,-0.15418,-0.042883,-0.086804,0.07119
-0.65578,-1.0861,-0.22038,-0.024058,-0.20295,-0.042215,-0.17223,-0.048723
-0.46906,1.1808,0.24383,0.030671,-0.080314,-0.04312,-0.058683,-0.025918
-0.66899,-1.5552,-0.54422,-0.037636,-0.22184,-0.043711,-0.26791,0.0077897
-0.53143,1.1788,0.41501,0.0647,0.048333,-0.041817,-0.040836,-0.096352
-0.56922,-1.2027,-0.70993,-0.042916,-0.13023,-0.043197,-0.23489,0.071798
-0.62971,0.40276,0.30189,0.039278,0.10971,-0.033256,-0.057854,-0.13152
-0.52454,-0.13015,-0.48876,-0.023461,0.025059,-0.037601,-0.1433,0.065982
-0.59961,-0.471,-0.042794,0.020331,0.15257,-0.030689,-0.12669,-0.11485
-0.61952,0.83321,-0.10292,0.0091804,0.27775,-0.03395,0.0045537,0.03775
-0.52286,-1.3117,-0.47421,-0.042132,0.15372,-0.03196,-0.14235,0.0096394
-0.63765,1.2445,0.29057,0.02053,0.34107,-0.031524,0.058375,-0.062961
-0.52783,-1.5066,-0.58198,-0.068639,0.16352,-0.037575,-0.10918,0.10794
-0.58988,1.0712,0.39445,0.037223,0.33839,-0.031504,0.050021,-0.14255
-0.58644,-0.85588,-0.49789,-0.049107,0.20101,-0.030003,-0.088332,0.18624
-0.6104,0.32252,0.24809,0.033742,0.33134,-0.028276,0.010301,-0.12977
-0.58382,0.1158,-0.1455,-0.0011733,0.31536,-0.030612,0.013795,0.11419
-0.58754,-0.70351,0.033067,0.020883,0.30498,-0.027391,-0.011302,-0.073937
-0.56527,1.0018,0.1468,0.052837,0.39295,-0.025921,0.088982,0.026749
-0.5811,-1.4398,-0.25871,-0.0017578,0.2782,-0.024477,-0.047335,0.023415
-0.57188,1.3397,0.37126,0.08111,0.45576,-0.020935,0.10987,-0.069751
-0.59678,-1.4524,-0.39815,-0.011283,0.30653,-0.019972,-0.031601,0.10904
-0.55236,0.70646,0.40115,0.077096,0.4474,-0.01822,0.091031,-0.11981
-0.58561,-0.68285,-0.3982,-0.0065236,0.36004,-0.020017,0.025226,0.10779
-0.56263,0.026122,0.16482,0.048964,0.4142,-0.018856,0.058318,-0.1257
-0.57959,0.37837,-0.10065,-0.018168,0.40952,-0.019375,0.048133,0.092559
-0.5678,-1.0915,-0.11648,-0.03025,0.36489,-0.02114,-0.025623,-0.056511
-0.56784,1.128,0.16607,0.020388,0.48565,-0.018246,0.099662,0.0035549
-0.57295,-1.4486,-0.45063,-0.057194,0.35643,-0.019812,-0.044381,0.064108
-0.5678,1.2691,0.35174,0.051565,0.5671,-0.020601,0.15711,-0.10127
-0.58276,-1.2408,-0.48249,-0.07302,0.42175,-0.022764,0.029618,0.12644
-0.57165,0.72617,0.32798,0.040486,0.5586,-0.021403,0.1499,-0.14138
-0.56988,-0.37932,-0.36664,-0.042768,0.466,-0.025138,0.04941,0.13296
-0.56927,-0.27421,0.072408,0.01139,0.53557,-0.014293,0.055563,-0.099419
-0.57098,0.63678,-0.065998,-0.0078403,0.59846,-0.011899,0.11396,0.052498
-0.56452,-1.315,-0.24535,-0.035754,0.52859,-0.012643,0.0016189,0.011051
-0.57206,1.2054,0.24757,0.038655,0.70128,-0.010378,0.1626,-0.053347
-0.56798,-1.4423,-0.43723,-0.056757,0.54794,-0.008716,0.0035647,0.081193
-0.56461,1.1425,0.37457,0.061058,0.72204,-0.0038194,0.15078,-0.11745
-0.58121,-1.0663,-0.41176,-0.047649,0.59635,-0.0035499,0.045076,0.12189
-0.55589,0.48754,0.31091,0.042335,0.69443,0.0030152,0.13794,-0.12699
-0.58433,-0.050434,-0.2394,-0.037097,0.63064,0.00092954,0.086311,0.10962
-0.55888,-0.37323,0.049551,-0.012709,0.65386,0.00064717,0.063102,-0.086155
-0.5768,0.95219,0.067705,-0.002612,0.74008,-0.0044355,0.1318,0.044589
-0.57268,-1.1073,-0.29201,-0.056481,0.64633,-0.0011754,-0.015251,0.030327
-0.56258,1.3783,0.35511,0.023176,0.83767,-0.0032611,0.15457,-0.069897
-0.57662,-1.3754,-0.42677,-0.068627,0.67783,-0.0054109,-0.022881,0.12629
-0.56175,1.0591,0.43872,0.046472,0.88186,-0.0031199,0.14232,-0.15576
-0.57493,-0.86826,-0.38943,-0.047399,0.75736,-0.0030172,0.019433,0.14861
-0.56982,-0.043544,0.27153,0.032598,0.87905,0.00053807,0.08518,-0.14783
-0.56682,0.17724,-0.098311,-0.016152,0.87996,0.0015328,0.082618,0.11587
-0.57481,-0.78349,-0.002535,-0.005451,0.8526,0.0034965,0.013024,-0.063472
-0.56623,1.1173,0.21135,0.029766,0.96826,0.006102,0.12753,0.010978
-0.56884,-1.2949,-0.27385,-0.049589,0.83725,0.0035735,-0.022251,0.025727
-0.56872,1.2578,0.41614,0.038385,1.02,0.030585,0.14768,-0.083745
-0.56492,-1.1969,-0.36705,-0.086572,0.87193,0.032054,0.0052023,0.11149
-0.56727,0.81099,0.41204,0.02798,1.0182,0.029956,0.13338,-0.13872
-0.57041,-0.47535,-0.22105,-0.055267,0.94855,0.031188,0.08852,0.10514
-0.56118,-0.4361,0.24278,0.0074912,0.98661,0.033229,0.13316,-0.12059
-0.57774,0.4372,-0.013578,-0.025452,0.99056,0.035443,0.15383,0.10463
-0.56087,-1.097,-0.1105,-0.035966,0.93821,0.032119,0.07899,-0.026308
-0.57111,1.1763,0.26143,0.029804,1.0914,0.030995,0.21885,-0.013384
-0.56948,-1.4326,-0.29729,-0.036422,0.96903,0.028737,0.10249,0.065519
-0.56163,1.2124,0.3923,0.060294,1.0962,0.030591,0.21981,-0.10073
-0.5761,-1.0457,-0.34943,-0.044059,0.98049,0.032247,0.11246,0.093216
-0.56188,0.59327,0.3242,0.038803,1.0605,0.036232,0.17929,-0.11431
-0.5739,-0.12786,-0.2783,-0.029717,1.036,0.035789,0.15097,0.073234
-0.56807,-0.42109,0.043647,0.0022372,1.034,0.039563,0.13568,-0.11848
-0.56512,0.88091,0.038052,0.0044724,1.0787,0.034814,0.16505,0.026384
-0.57404,-0.91323,-0.17776,-0.011938,1.0072,0.032914,0.087903,-0.073426
-0.56193,1.2961,0.27967,0.03949,1.1057,0.029,0.17999,-0.038452
-0.5711,-1.0893,-0.3197,-0.010217,1.0078,0.026112,0.091737,-0.034364
-0.56678,1.0282,0.36154,0.073307,1.099,0.026125,0.17885,-0.08652
-0.56841,-0.57021,-0.2891,0.017594,1.0173,0.025387,0.1126,0.0053072
-0.56837,0.39787,0.29278,0.076878,1.058,0.026394,0.16085,-0.12843
-0.56973,0.34304,-0.072647,0.042284,1.0404,0.020901,0.15256,0.054981
-0.5626,-0.26447,0.08798,0.042791,1.0061,-0.0027477,0.13227,-0.10966
-0.57383,0.98396,0.18422,0.042348,1.0613,-0.001246,0.19198,0.015261
