ds,y
3266,-0.22382
3267,-0.3851
3268,-0.38214
3269,-0.17243
3270,-0.44809
3271,-0.28469
3272,-0.32495
3273,-0.33937
3274,-0.29581
3275,-0.42014
3276,-0.21217
3277,-0.35579
3278,-0.19537
3279,-0.41259
3280,-0.19159
3281,-0.2179
3282,-0.27595
3283,-0.18409
3284,-0.36833
3285,-0.14246
3286,-0.37248
3287,-0.21542
3288,-0.38261
3289,-0.28205
3290,-0.25477
3291,-0.35037
3292,-0.15236
3293,-0.29744
3294,-0.21278
3295,-0.36431
3296,-0.18625
3297,-0.51655
3298,-0.13977
3299,-0.28951
3300,-0.49608
3301,-0.3029
3302,-0.43355
3303,-0.27707
3304,-0.26753
3305,-0.44975
3306,-0.30266
3307,-0.3453
3308,-0.35766
3309,-0.36114
3310,-0.21947
3311,-0.36839
3312,-0.29615
3313,-0.38275
3314,-0.4444
3315,-0.28442
3316,-0.48429
3317,-0.28455
3318,-0.41054
3319,-0.2534
3320,-0.3932
3321,-0.40032
3322,-0.42607
3323,-0.34067
3324,-0.33782
3325,-0.41267
3326,-0.2664
3327,-0.37624
3328,-0.40256
3329,-0.29227
3330,-0.32745
3331,-0.24415
3332,-0.35972
3333,-0.3264
3334,-0.34525
3335,-0.27422
3336,-0.38586
3337,-0.27749
3338,-0.35985
3339,-0.2416
3340,-0.35794
3341,-0.29348
3342,-0.29265
3343,-0.43113
3344,-0.32387
3345,-0.40889
3346,-0.3488
3347,-0.36594
3348,-0.43502
3349,-0.33513
3350,-0.41353
3351,-0.38119
3352,-0.41935
3353,-0.32734
3354,-0.39532
3355,-0.46151
3356,-0.36524
3357,-0.36265
3358,-0.40807
3359,-0.35653
3360,-0.38276
3361,-0.43017
3362,-0.40713
3363,-0.38903
3364,-0.35416
3365,-0.45884
3366,-0.39401
3367,-0.28045
3368,-0.53202
3369,-0.36656
3370,-0.46404
3371,-0.42827
3372,-0.38493
3373,-0.43825
3374,-0.40664
3375,-0.42207
3376,-0.39603
3377,-0.49397
3378,-0.39703
3379,-0.43122
3380,-0.44948
3381,-0.4805
3382,-0.4061
3383,-0.36658
3384,-0.50962
3385,-0.4056
3386,-0.48865
3387,-0.38718
3388,-0.48594
3389,-0.42977
3390,-0.32625
3391,-0.52506
3392,-0.35336
3393,-0.42624
3394,-0.46576
3395,-0.45632
3396,-0.41212
3397,-0.38272
3398,-0.4826
3399,-0.4323
3400,-0.47372
3401,-0.48616
3402,-0.42928
3403,-0.39424
3404,-0.46995
3405,-0.39135
3406,-0.50785
3407,-0.45193
3408,-0.43697
3409,-0.45202
3410,-0.41896
3411,-0.51305
3412,-0.48259
3413,-0.47183
3414,-0.52399
3415,-0.40978
3416,-0.55563
3417,-0.4467
3418,-0.48931
3419,-0.5228
3420,-0.44152
3421,-0.53434
3422,-0.48804
3423,-0.46818
3424,-0.55945
3425,-0.43419
3426,-0.55128
3427,-0.49017
3428,-0.47606
3429,-0.55543
3430,-0.45268
3431,-0.52986
3432,-0.51574
3433,-0.45705
3434,-0.57593
3435,-0.43581
3436,-0.54753
3437,-0.50773
3438,-0.4655
3439,-0.56554
3440,-0.45997
3441,-0.52446
3442,-0.53821
3443,-0.45233
3444,-0.57603
3445,-0.4723
3446,-0.51169
3447,-0.55969
3448,-0.44542
3449,-0.57541
3450,-0.49306
3451,-0.48778
3452,-0.58762
3453,-0.4289
3454,-0.58331
3455,-0.50801
3456,-0.47017
3457,-0.62319
3458,-0.44257
3459,-0.54633
3460,-0.49402
3461,-0.54194
3462,-0.5085
3463,-0.53236
3464,-0.52463
3465,-0.55258
3466,-0.51161
3467,-0.52833
3468,-0.49649
3469,-0.52827
3470,-0.50163
3471,-0.512
3472,-0.5116
3473,-0.50809
3474,-0.51118
3475,-0.51157
3476,-0.51023
3477,-0.51049
3478,-0.50793
3479,-0.50661
3480,-0.5176
3481,-0.50169
3482,-0.51644
3483,-0.50614
3484,-0.50691
3485,-0.51504
3486,-0.4971
3487,-0.52178
3488,-0.49728
3489,-0.51544
3490,-0.50729
3491,-0.50647
3492,-0.51826
3493,-0.50431
3494,-0.5113
3495,-0.50883
3496,-0.50522
3497,-0.50928
3498,-0.51244
3499,-0.51536
3500,-0.51005
3501,-0.50625
3502,-0.50693
3503,-0.51129
3504,-0.50038
3505,-0.51651
3506,-0.49858
3507,-0.51119
3508,-0.50813
3509,-0.50203
3510,-0.51365
3511,-0.50053
3512,-0.51274
3513,-0.506
3514,-0.50565
3515,-0.51014
3516,-0.50507
3517,-0.51088
3518,-0.50673
3519,-0.50619
3520,-0.50822
3521,-0.50979
3522,-0.50237
3523,-0.51522
3524,-0.50096
3525,-0.51121
3526,-0.50618
3527,-0.50283
3528,-0.51268
3529,-0.49901
3530,-0.51178
3531,-0.50434
3532,-0.50545
3533,-0.51114
3534,-0.50045
3535,-0.51136
3536,-0.50447
3537,-0.50749
3538,-0.50786
3539,-0.50902
3540,-0.50525
3541,-0.51191
3542,-0.50359
3543,-0.51036
3544,-0.50664
3545,-0.50456
3546,-0.5152
3547,-0.50019
3548,-0.51313
3549,-0.50413
3550,-0.50691
3551,-0.51181
3552,-0.49997
3553,-0.51458
3554,-0.50343
3555,-0.5049
3556,-0.51046
3557,-0.5055
3558,-0.50978
3559,-0.50638
3560,-0.50285
3561,-0.51284
3562,-0.50292
3563,-0.50561
3564,-0.51307
3565,-0.50003
3566,-0.51503
3567,-0.50116
3568,-0.5086
3569,-0.51357
3570,-0.49934
3571,-0.51592
3572,-0.50276
3573,-0.50735
3574,-0.51025
3575,-0.50142
3576,-0.51132
3577,-0.5059
3578,-0.50528
3579,-0.51001
3580,-0.49785
3581,-0.50994
3582,-0.50701
3583,-0.50054
3584,-0.51329
3585,-0.49971
3586,-0.50527
3587,-0.51297
3588,-0.4967
3589,-0.51661
3590,-0.49873
3591,-0.50946
3592,-0.51211
3593,-0.4959
3594,-0.51523
3595,-0.49958
3596,-0.50832
3597,-0.51311
3598,-0.49974
3599,-0.51074
3600,-0.50715
3601,-0.50386
3602,-0.5087
3603,-0.49981
3604,-0.5105
3605,-0.50828
3606,-0.49954
3607,-0.51162
3608,-0.49801
3609,-0.5119
3610,-0.50838
3611,-0.49738
3612,-0.51383
3613,-0.49788
3614,-0.50734
3615,-0.50948
3616,-0.4954
3617,-0.51131
3618,-0.5027
3619,-0.50331
3620,-0.51049
3621,-0.4989
3622,-0.50814
3623,-0.50638
3624,-0.49891
3625,-0.51177
3626,-0.49888
3627,-0.50547
3628,-0.50885
3629,-0.49612
3630,-0.51337
3631,-0.49869
3632,-0.504
3633,-0.5088
3634,-0.49607
3635,-0.50965
3636,-0.50101
3637,-0.49913
3638,-0.51077
3639,-0.49416
3640,-0.50931
3641,-0.50193
3642,-0.49795
3643,-0.51591
3644,-0.52495
3645,-0.4773
3646,-0.58831
3647,-0.57112
3648,-0.614
3649,-0.62802
3650,-0.60785
3651,-0.85243
3652,-0.61005
3653,-0.65314
3654,-0.6525
3655,-0.56528
3656,-0.6196
3657,-0.53335
3658,-0.66937
3659,-0.74529
3660,-0.56898
3661,-0.71897
3662,-0.63759
3663,-0.69219
3664,-0.64249
3665,-0.53461
3666,-0.70336
3667,-0.55174
3668,-0.62617
3669,-0.75668
3670,-0.6488
3671,-0.73711
3672,-0.67514
3673,-0.6714
3674,-0.74668
3675,-0.59252
3676,-0.64206
3677,-0.78754
3678,-0.64922
3679,-0.7338
3680,-0.68218
3681,-0.77012
3682,-0.69078
3683,-0.67408
3684,-0.62566
3685,-0.80234
3686,-0.57732
3687,-0.69673
3688,-0.57027
3689,-0.71193
3690,-0.73303
3691,-0.64509
3692,-0.74976
3693,-0.66365
3694,-0.64168
3695,-0.84256
3696,-0.4967
3697,-0.73052
3698,-0.7291
3699,-0.58572
3700,-0.74357
3701,-0.51733
3702,-0.75083
3703,-0.66855
3704,-0.69728
3705,-0.78754
3706,-0.54718
3707,-0.8239
3708,-0.64673
3709,-0.69868
3710,-0.73306
3711,-0.62409
3712,-0.68945
3713,-0.68506
3714,-0.60107
3715,-0.67955
3716,-0.63075
3717,-0.68953
3718,-0.68209
3719,-0.62985
3720,-0.75128
3721,-0.68541
3722,-0.6433
3723,-0.70348
3724,-0.63563
3725,-0.68237
3726,-0.58933
3727,-0.63757
3728,-0.67517
3729,-0.6669
3730,-0.67024
3731,-0.63274
3732,-0.65788
3733,-0.5407
3734,-0.68116
3735,-0.60013
3736,-0.69643
3737,-0.53423
3738,-0.74619
3739,-0.62306
3740,-0.58791
3741,-0.62525
3742,-0.58917
3743,-0.65598
3744,-0.61798
3745,-0.64451
3746,-0.51363
3747,-0.59328
3748,-0.60601
3749,-0.59492
3750,-0.65618
3751,-0.63722
3752,-0.67766
3753,-0.62029
3754,-0.70722
3755,-0.61003
3756,-0.64797
3757,-0.70149
3758,-0.61106
3759,-0.68925
3760,-0.66307
3761,-0.62258
3762,-0.73366
3763,-0.6071
3764,-0.70505
3765,-0.6171
3766,-0.65371
3767,-0.6621
3768,-0.55297
3769,-0.6206
3770,-0.62652
3771,-0.63752
3772,-0.55853
3773,-0.59235
3774,-0.61748
3775,-0.6106
3776,-0.57082
3777,-0.63
3778,-0.52051
3779,-0.64263
3780,-0.5572
3781,-0.58505
3782,-0.69144
3783,-0.48548
3784,-0.63304
3785,-0.5537
3786,-0.60249
3787,-0.58946
3788,-0.59767
3789,-0.60681
3790,-0.53429
3791,-0.62095
3792,-0.58731
3793,-0.53194
3794,-0.56743
3795,-0.5627
3796,-0.56968
3797,-0.53074
3798,-0.61156
3799,-0.53541
3800,-0.56397
3801,-0.57369
3802,-0.62881
3803,-0.48074
3804,-0.61016
3805,-0.58926
3806,-0.50684
3807,-0.61381
3808,-0.57497
3809,-0.62632
3810,-0.49479
3811,-0.54455
3812,-0.54377
3813,-0.51051
3814,-0.61947
3815,-0.50331
3816,-0.59359
3817,-0.51761
3818,-0.5197
3819,-0.57683
3820,-0.51035
3821,-0.52729
3822,-0.535
3823,-0.54572
3824,-0.53043
3825,-0.5595
3826,-0.51536
3827,-0.56175
3828,-0.55318
3829,-0.54368
3830,-0.51469
3831,-0.53646
3832,-0.5638
3833,-0.49329
3834,-0.54676
3835,-0.54121
3836,-0.55556
3837,-0.57653
3838,-0.48957
3839,-0.5259
3840,-0.48575
3841,-0.54241
3842,-0.50069
3843,-0.46143
3844,-0.57727
3845,-0.42681
3846,-0.56356
3847,-0.47276
3848,-0.48767
3849,-0.55101
3850,-0.43378
3851,-0.55827
3852,-0.4758
3853,-0.48191
3854,-0.55855
3855,-0.42796
3856,-0.56699
3857,-0.46378
3858,-0.49626
3859,-0.54609
3860,-0.43311
3861,-0.56509
3862,-0.45755
3863,-0.50612
3864,-0.53494
3865,-0.43509
3866,-0.55143
3867,-0.47108
3868,-0.47275
3869,-0.55514
3870,-0.41077
3871,-0.56259
3872,-0.45165
3873,-0.48212
3874,-0.53844
3875,-0.41587
3876,-0.55426
3877,-0.44641
3878,-0.47105
3879,-0.53282
3880,-0.40117
3881,-0.55266
3882,-0.43132
3883,-0.46775
3884,-0.51758
3885,-0.41349
3886,-0.48571
3887,-0.4374
3888,-0.5159
3889,-0.46027
3890,-0.47226
3891,-0.46227
3892,-0.47803
3893,-0.47313
3894,-0.47377
3895,-0.48652
3896,-0.47978
3897,-0.48995
3898,-0.475
3899,-0.48584
3900,-0.46895
3901,-0.49136
3902,-0.47494
3903,-0.4884
3904,-0.48353
3905,-0.47822
3906,-0.49256
3907,-0.47236
3908,-0.49317
3909,-0.47411
3910,-0.48624
3911,-0.48391
3912,-0.47794
3913,-0.48901
3914,-0.47616
3915,-0.48781
3916,-0.48275
3917,-0.4833
3918,-0.48324
3919,-0.4844
3920,-0.48142
3921,-0.48811
3922,-0.48031
3923,-0.4869
3924,-0.48647
3925,-0.47816
3926,-0.49038
3927,-0.47789
3928,-0.48895
3929,-0.48261
3930,-0.4839
3931,-0.48763
3932,-0.47848
3933,-0.48934
3934,-0.48041
3935,-0.48508
3936,-0.48636
3937,-0.48111
3938,-0.48764
3939,-0.48151
3940,-0.48531
3941,-0.48585
3942,-0.48287
3943,-0.48689
3944,-0.48556
3945,-0.48303
3946,-0.48863
3947,-0.48143
3948,-0.48744
3949,-0.48437
3950,-0.48409
3951,-0.48791
3952,-0.48117
3953,-0.48784
3954,-0.48306
3955,-0.4833
3956,-0.48732
3957,-0.48048
3958,-0.48749
3959,-0.48226
3960,-0.48355
3961,-0.48541
3962,-0.4813
3963,-0.48593
3964,-0.48389
3965,-0.48211
3966,-0.48791
3967,-0.48024
3968,-0.48697
3969,-0.48416
3970,-0.4826
3971,-0.4878
3972,-0.48102
3973,-0.48683
3974,-0.48393
3975,-0.48224
3976,-0.48805
3977,-0.4795
3978,-0.48737
3979,-0.48213
3980,-0.4827
3981,-0.48636
3982,-0.47963
3983,-0.48619
3984,-0.48249
3985,-0.48166
3986,-0.48666
3987,-0.47926
3988,-0.48594
3989,-0.48267
3990,-0.48106
3991,-0.4873
3992,-0.47927
3993,-0.48606
3994,-0.48351
3995,-0.48063
3996,-0.48858
3997,-0.47855
3998,-0.4871
3999,-0.48331
4000,-0.48077
4001,-0.48861
4002,-0.47824
4003,-0.48744
4004,-0.48195
4005,-0.48188
4006,-0.48563
4007,-0.48113
4008,-0.48226
4009,-0.48737
4010,-0.47604
4011,-0.49207
4012,-0.47288
4013,-0.49247
4014,-0.47376
4015,-0.49066
4016,-0.47377
4017,-0.49444
4018,-0.46421
4019,-0.50869
4020,-0.44869
4021,-0.52423
4022,-0.43575
4023,-0.5367
4024,-0.421
4025,-0.55981
4026,-0.38016
4027,-0.62164
4028,-0.26566
4029,-0.87436
4030,2.782
4031,5.0222
4032,4.394
4033,4.7441
4034,4.5176
4035,4.6754
4036,4.5584
4037,4.6499
4038,4.5718
4039,4.6428
4040,4.5727
4041,4.6432
4042,4.5706
4043,4.6406
4044,4.5732
4045,4.6349
4046,4.5853
4047,4.6169
4048,4.5973
4049,4.6029
4050,4.6096
4051,4.5917
4052,4.618
4053,4.5896
4054,4.6132
4055,4.5959
4056,4.6022
4057,4.6064
4058,4.591
4059,4.6147
4060,4.5844
4061,4.6158
4062,4.5861
4063,4.6085
4064,4.5946
4065,4.5969
4066,4.6051
4067,4.5868
4068,4.6126
4069,4.5812
4070,4.6126
4071,4.5847
4072,4.6045
4073,4.5948
4074,4.5915
4075,4.6071
4076,4.5807
4077,4.6131
4078,4.578
4079,4.6099
4080,4.5843
4081,4.6009
4082,4.5994
4083,4.5847
4084,4.6107
4085,4.5751
4086,4.6164
4087,4.5752
4088,4.6082
4089,4.5849
4090,4.5962
4091,4.6029
4092,4.5782
4093,4.6128
4094,4.5703
4095,4.618
4096,4.5749
4097,4.6054
4098,4.5884
4099,4.5888
4100,4.6096
4101,4.5725
4102,4.6159
4103,4.5704
4104,4.6125
4105,4.5754
4106,4.6008
4107,4.5932
4108,4.5811
4109,4.6084
4110,4.5697
4111,4.6146
4112,4.5688
4113,4.6073
4114,4.576
4115,4.5944
4116,4.592
4117,4.5748
4118,4.6083
4119,4.5637
4120,4.6141
4121,4.565
4122,4.6052
4123,4.5775
4124,4.5865
4125,4.6013
4126,4.5659
4127,4.6085
4128,4.5586
4129,4.6093
4130,4.567
4131,4.5933
4132,4.5811
4133,4.5781
4134,4.5985
4135,4.5624
4136,4.607
4137,4.5583
4138,4.6039
4139,4.5662
4140,4.5912
4141,4.5847
4142,4.5701
4143,4.6013
4144,4.5562
4145,4.6037
4146,4.5549
4147,4.5989
4148,4.569
4149,4.58
4150,4.5851
4151,4.5621
4152,4.5988
4153,4.5524
4154,4.6027
4155,4.5538
4156,4.5927
4157,4.5719
4158,4.571
4159,4.5867
4160,4.5579
4161,4.5992
4162,4.5488
4163,4.5987
4164,4.5554
4165,4.5844
4166,4.5732
4167,4.564
4168,4.5905
4169,4.5497
4170,4.5985
4171,4.5459
4172,4.5927
4173,4.5587
4174,4.5746
4175,4.5754
4176,4.556
4177,4.5912
4178,4.545
4179,4.5954
4180,4.5467
4181,4.5853
4182,4.5595
4183,4.5678
4184,4.5776
4185,4.5498
4186,4.5909
4187,4.542
4188,4.5915
4189,4.5461
4190,4.5793
4191,4.5615
4192,4.5607
4193,4.5797
4194,4.5449
4195,4.5898
4196,4.5376
4197,4.5877
4198,4.5473
4199,4.5698
4200,4.5653
4201,4.5523
4202,4.5823
4203,4.5371
4204,4.5892
4205,4.5365
4206,4.5833
4207,4.549
4208,4.5631
4209,4.5674
4210,4.544
4211,4.5851
4212,4.5314
4213,4.59
4214,4.5355
4215,4.5778
4216,4.551
4217,4.5565
4218,4.5766
4219,4.5343
4220,4.5877
4221,4.5267
4222,4.5877
4223,4.537
4224,4.5694
4225,4.5583
4226,4.5451
4227,4.5738
4228,4.529
4229,4.5886
4230,4.5249
4231,4.5818
4232,4.5388
4233,4.5613
4234,4.56
4235,4.5373
4236,4.5773
4237,4.5234
4238,4.5852
4239,4.5247
4240,4.5715
4241,4.5402
4242,4.5506
4243,4.5605
4244,4.5305
4245,4.5772
4246,4.5204
4247,4.5758
4248,4.5257
4249,4.5642
4250,4.5434
4251,4.542
4252,4.564
4253,4.5239
4254,4.5728
4255,4.5178
4256,4.5707
4257,4.5271
4258,4.5549
4259,4.5455
4260,4.5328
4261,4.5644
4262,4.5178
4263,4.5726
4264,4.5148
4265,4.5685
4266,4.5313
4267,4.5467
4268,4.5535
4269,4.5238
4270,4.5714
4271,4.5125
4272,4.5677
4273,4.5157
4274,4.5585
4275,4.5323
4276,4.5377
4277,4.5506
4278,4.519
4279,4.5614
4280,4.51
4281,4.5635
4282,4.5161
4283,4.5493
4284,4.5333
4285,4.5289
4286,4.5555
4287,4.5109
4288,4.5651
4289,4.5076
4290,4.5566
4291,4.5187
4292,4.539
4293,4.538
4294,4.5195
4295,4.5512
4296,4.508
4297,4.5577
4298,4.5078
4299,4.5505
4300,4.5202
4301,4.5325
4302,4.5386
4303,4.5122
4304,4.5525
4305,4.5013
4306,4.5584
4307,4.5069
4308,4.544
4309,4.5265
4310,4.5212
4311,4.547
4312,4.5032
4313,4.5568
4314,4.4988
4315,4.5531
4316,4.5087
4317,4.5358
4318,4.5271
4319,4.5147
4320,4.545
4321,4.4997
4322,4.5531
4323,4.4982
4324,4.5458
4325,4.5108
4326,4.527
4327,4.5304
4328,4.5067
4329,4.5458
4330,4.4954
4331,4.5486
4332,4.4985
4333,4.5364
4334,4.5125
4335,4.5182
4336,4.5313
4337,4.5005
4338,4.5429
4339,4.493
4340,4.5413
4341,4.4987
4342,4.529
4343,4.5144
4344,4.51
4345,4.5308
4346,4.495
4347,4.5389
4348,4.4913
4349,4.5352
4350,4.4999
4351,4.5203
4352,4.516
4353,4.5024
4354,4.5309
4355,4.4904
4356,4.5363
4357,4.49
4358,4.5292
4359,4.5014
4360,4.5129
4361,4.5181
4362,4.4957
4363,4.5306
4364,4.4863
4365,4.5341
4366,4.4898
4367,4.5224
4368,4.5034
4369,4.5049
4370,4.5203
4371,4.489
4372,4.5323
4373,4.483
4374,4.5303
4375,4.4906
4376,4.5161
4377,4.5075
4378,4.4969
4379,4.5237
4380,4.483
4381,4.5317
4382,4.4812
4383,4.5248
4384,4.492
4385,4.5082
4386,4.5095
4387,4.4896
4388,4.5239
4389,4.4785
4390,4.5278
4391,4.4806
4392,4.5181
4393,4.4941
4394,4.4999
4395,4.5112
4396,4.4831
4397,4.5237
4398,4.4755
4399,4.5237
4400,4.4807
4401,4.5107
4402,4.4962
4403,4.4923
4404,4.5123
4405,4.4773
4406,4.5219
4407,4.4728
4408,4.5187
4409,4.4819
4410,4.5036
4411,4.4988
4412,4.4843
4413,4.5123
4414,4.4725
4415,4.5194
4416,4.4717
4417,4.512
4418,4.4831
4419,4.4956
4420,4.5007
4421,4.4777
4422,4.513
4423,4.4684
4424,4.5163
4425,4.4715
4426,4.5055
4427,4.4856
4428,4.4868
4429,4.5008
4430,4.4718
4431,4.5127
4432,4.4655
4433,4.5106
4434,4.4714
4435,4.4987
4436,4.4875
4437,4.4805
4438,4.5043
4439,4.4661
4440,4.5101
4441,4.4635
4442,4.5055
4443,4.4725
4444,4.4912
4445,4.4894
4446,4.4729
4447,4.5025
4448,4.462
4449,4.5064
4450,4.4627
4451,4.4981
4452,4.4739
4453,4.4833
4454,4.4905
4455,4.4664
4456,4.5033
4457,4.4579
4458,4.5046
4459,4.4625
4460,4.4927
4461,4.4762
4462,4.4755
4463,4.4939
4464,4.4583
4465,4.5069
4466,4.4408
4467,4.5407
4468,4.1639
4469,-0.17762
4470,-0.70166
4471,-0.57974
4472,-0.63331
4473,-0.61085
4474,-0.62688
4475,-0.61034
4476,-0.63182
4477,-0.61039
4478,-0.63126
4479,-0.61697
4480,-0.62126
4481,-0.62679
4482,-0.61658
4483,-0.62461
4484,-0.62437
4485,-0.61486
4486,-0.63187
4487,-0.61409
4488,-0.62539
4489,-0.62409
4490,-0.61508
4491,-0.62899
4492,-0.61604
4493,-0.62123
4494,-0.62559
4495,-0.6131
4496,-0.62848
4497,-0.61714
4498,-0.62003
4499,-0.62589
4500,-0.61164
4501,-0.6243
4502,-0.61599
4503,-0.6171
4504,-0.62075
4505,-0.60538
4506,-0.62892
4507,-0.60628
4508,-0.63005
4509,-0.76462
4510,-0.70668
4511,-0.68525
4512,-0.89204
4513,-0.6338
4514,-0.8761
4515,-0.94211
4516,-0.58406
4517,-0.87145
4518,-0.68182
4519,-0.74644
4520,-0.97148
4521,-0.68186
4522,-0.93106
4523,-0.6574
4524,-0.84284
4525,-0.81296
4526,-0.75651
4527,-0.85081
4528,-0.72583
4529,-0.76622
4530,-0.84888
4531,-0.7591
4532,-0.81244
4533,-0.87909
4534,-0.75512
4535,-0.86724
4536,-0.91274
4537,-0.64355
4538,-0.77223
4539,-0.78594
4540,-0.84162
4541,-0.7862
4542,-0.78237
4543,-0.89587
4544,-0.77213
4545,-0.83377
4546,-0.68584
4547,-0.80349
4548,-0.84608
4549,-0.82759
4550,-0.73462
4551,-0.85996
4552,-0.7996
4553,-0.7354
4554,-0.81744
4555,-0.81966
4556,-0.81669
4557,-0.82919
4558,-0.77808
4559,-0.7939
4560,-0.90858
4561,-0.62998
4562,-1.0002
4563,-0.74466
4564,-0.89322
4565,-0.78609
4566,-0.73704
4567,-0.84525
4568,-0.71458
4569,-0.94568
4570,-0.57356
4571,-0.86124
4572,-0.70115
4573,-0.8161
4574,-0.86899
4575,-0.66151
4576,-0.80713
4577,-0.78424
4578,-0.74759
4579,-0.77821
4580,-0.71698
4581,-0.80181
4582,-0.78918
4583,-0.88532
4584,-0.71935
4585,-0.76892
4586,-0.76762
4587,-0.74586
4588,-0.77189
4589,-0.81313
4590,-0.74249
4591,-0.69874
4592,-0.79614
4593,-0.65476
4594,-0.66332
4595,-0.88297
4596,-0.72489
4597,-0.70381
4598,-0.67469
4599,-0.69597
4600,-0.69975
4601,-0.72767
4602,-0.70547
4603,-0.7712
4604,-0.66787
4605,-0.75732
4606,-0.73434
4607,-0.80839
4608,-0.77808
4609,-0.75398
4610,-0.85696
4611,-0.76952
4612,-0.86068
4613,-0.66785
4614,-0.78394
4615,-0.81028
4616,-0.76778
4617,-0.89694
4618,-0.71594
4619,-0.88241
4620,-0.66702
4621,-0.7656
4622,-0.77369
4623,-0.75047
4624,-0.67496
4625,-0.69892
4626,-0.71164
4627,-0.71158
4628,-0.68156
4629,-0.7413
4630,-0.71003
4631,-0.6997
4632,-0.68506
4633,-0.70864
4634,-0.71433
4635,-0.76139
4636,-0.63775
4637,-0.71666
4638,-0.72549
4639,-0.68699
4640,-0.70048
4641,-0.65844
4642,-0.78501
4643,-0.66271
4644,-0.73483
4645,-0.70269
4646,-0.71103
4647,-0.67657
4648,-0.64854
4649,-0.74401
4650,-0.66023
4651,-0.65335
4652,-0.69493
4653,-0.71955
4654,-0.65665
4655,-0.67498
4656,-0.67423
4657,-0.71909
4658,-0.65928
4659,-0.63292
4660,-0.70404
4661,-0.63699
4662,-0.71299
4663,-0.65981
4664,-0.74317
4665,-0.67906
4666,-0.64773
4667,-0.70578
4668,-0.61809
4669,-0.7758
4670,-0.66267
4671,-0.62228
4672,-0.6609
4673,-0.63021
4674,-0.65243
4675,-0.61261
4676,-0.68758
4677,-0.65333
4678,-0.61497
4679,-0.70759
4680,-0.65325
4681,-0.65558
4682,-0.63241
4683,-0.66451
4684,-0.69466
4685,-0.64776
4686,-0.65698
4687,-0.65003
4688,-0.601
4689,-0.67016
4690,-0.65559
4691,-0.6782
4692,-0.65724
4693,-0.58579
4694,-0.64169
4695,-0.61227
4696,-0.63266
4697,-0.64325
4698,-0.57453
4699,-0.68408
4700,-0.56068
4701,-0.64606
4702,-0.63157
4703,-0.56425
4704,-0.69275
4705,-0.54501
4706,-0.66275
4707,-0.61461
4708,-0.57951
4709,-0.68454
4710,-0.55421
4711,-0.65548
4712,-0.61795
4713,-0.57795
4714,-0.68342
4715,-0.54795
4716,-0.67039
4717,-0.59852
4718,-0.59367
4719,-0.6674
4720,-0.55666
4721,-0.64747
4722,-0.61303
4723,-0.56368
4724,-0.68331
4725,-0.52996
4726,-0.65712
4727,-0.59522
4728,-0.56441
4729,-0.67564
4730,-0.53199
4731,-0.63906
4732,-0.60234
4733,-0.54852
4734,-0.67554
4735,-0.51089
4736,-0.66277
4737,-0.57091
4738,-0.56983
4739,-0.63335
4740,-0.564
4741,-0.56136
4742,-0.60817
4743,-0.60389
4744,-0.58216
4745,-0.58359
4746,-0.60905
4747,-0.5857
4748,-0.60453
4749,-0.59537
4750,-0.60096
4751,-0.59537
4752,-0.60453
4753,-0.58683
4754,-0.60719
4755,-0.58453
4756,-0.59537
4757,-0.59988
4758,-0.59905
4759,-0.60589
4760,-0.59141
4761,-0.61174
4762,-0.58868
4763,-0.6072
4764,-0.5976
4765,-0.59619
4766,-0.60643
4767,-0.5901
4768,-0.60819
4769,-0.59173
4770,-0.6011
4771,-0.60169
4772,-0.59841
4773,-0.60088
4774,-0.59963
4775,-0.59921
4776,-0.60054
4777,-0.59977
4778,-0.59983
4779,-0.60474
4780,-0.59371
4781,-0.60541
4782,-0.59605
4783,-0.60284
4784,-0.60175
4785,-0.59656
4786,-0.60608
4787,-0.59243
4788,-0.60484
4789,-0.59838
4790,-0.59825
4791,-0.60426
4792,-0.59495
4793,-0.60456
4794,-0.59767
4795,-0.60079
4796,-0.59856
4797,-0.59754
4798,-0.60181
4799,-0.60042
4800,-0.5987
4801,-0.6021
4802,-0.59888
4803,-0.59357
4804,-0.60249
4805,-0.5973
4806,-0.60448
4807,-0.59668
4808,-0.60134
4809,-0.60137
4810,-0.5963
4811,-0.60486
4812,-0.59522
4813,-0.60303
4814,-0.59818
4815,-0.59836
4816,-0.60225
4817,-0.59627
4818,-0.60121
4819,-0.60044
4820,-0.5971
4821,-0.60268
4822,-0.59657
4823,-0.60053
4824,-0.60031
4825,-0.59668
4826,-0.60317
4827,-0.59642
4828,-0.60041
4829,-0.60051
4830,-0.59608
4831,-0.60347
4832,-0.59517
4833,-0.60091
4834,-0.59957
4835,-0.59604
4836,-0.60289
4837,-0.59554
4838,-0.60076
4839,-0.59963
4840,-0.59595
4841,-0.60295
4842,-0.59509
4843,-0.6002
4844,-0.59956
4845,-0.59574
4846,-0.60248
4847,-0.59546
4848,-0.59906
4849,-0.60077
4850,-0.59391
4851,-0.6037
4852,-0.59424
4853,-0.59976
4854,-0.60033
4855,-0.59432
4856,-0.60317
4857,-0.59419
4858,-0.59909
4859,-0.60086
4860,-0.59392
4861,-0.60144
4862,-0.59681
4863,-0.59847
4864,-0.60169
4865,-0.59295
4866,-0.60272
4867,-0.59397
4868,-0.59715
4869,-0.60018
4870,-0.59161
4871,-0.60238
4872,-0.59477
4873,-0.59584
4874,-0.60351
4875,-0.58933
