name	selling_price	year	seller_type	owner	km_driven	ex_showroom_price
TVS Victor	20000	2001	Individual	1	50000	54852
Bajaj Discover 100 M	20000	2011	Individual	1	37734	44756
Mahindra Rodeo	20000	2013	Individual	1	7000	47343
Bajaj Pulsar 150	20000	2006	Individual	1	41000	
Bajaj Super	20000	1988	Individual	1	21000	
Bajaj Platina 100	20000	2012	Individual	1	16295	
Bajaj Pulsar 150	20000	2006	Individual	1	9500	
Bajaj Pulsar 135 LS	20000	2010	Individual	1	80000	64589
Bajaj Platina 100	20000	2012	Individual	1	16295	
TVS Streak	20000	2009	Individual	2	36000	
Hero Honda Passion Plus	20000	2006	Individual	1	28000	
Hero Honda Super Splendor [2005]	20000	2008	Individual	1	54000	
Hero Passion Pro 110	20000	2008	Individual	3	40000	
Suzuki Access 125	20000	2012	Individual	1	24000	
Honda Shine	20000	2007	Individual	1	80000	
Bajaj Pulsar 135 LS	20000	2011	Individual	1	60000	64589
Hero Honda Splendor Plus	20000	2006	Individual	1	75000	
Bajaj Xcd	20000	2009	Individual	1	16000	
Hero Honda Splendor Plus	20000	2005	Individual	1	27370	
Hero Pleasure	20000	2012	Individual	2	30000	49600
Bajaj Discover 100 T	20000	2013	Individual	1	20000	47032
Hero Honda Splendor Plus	20000	2004	Individual	2	127000	
Hero Honda Splendor Plus	20000	2010	Individual	2	30000	
Yo Style	20000	2011	Individual	1	10000	37675
Hero Honda CD Deluxe	20000	2005	Individual	1	15000	
Hero Honda Hunk	20000	2010	Individual	1	17000	
Hero Super Splendor	20000	2007	Individual	1	55000	57000
Bajaj Pulsar 150	20000	2010	Individual	1	60000	75000
Bajaj Discover 125	20000	2014	Individual	2	25000	57000
Hero Hunk	20000	2009	Individual	2	49000	75000
Hero  Ignitor Disc	20000	2015	Individual	2	24000	65000
Hero  CBZ Xtreme	20000	2010	Individual	1	50000	78700
Hero Honda Glamour	19000	2012	Individual	1	32000	
Honda CB Twister	18000	2010	Individual	1	60000	53857
TVS Scooty Pep Plus	18000	2010	Individual	1	20000	
Bajaj Discover 100 T	18000	2013	Individual	1	45000	47032
TVS Scooty Streak	18000	2009	Individual	2	33595	44140
Hero Honda Splendor Plus	18000	2010	Individual	1	35700	
Bajaj Pulsar 150 [2001-2011]	18000	2005	Individual	1	21885	
Hero Honda Passion Plus	18000	2007	Individual	2	50000	
Honda Shine	18000	2010	Individual	1	15000	
Hero Splendor NXG	18000	2011	Individual	1	35000	44814
TVS Victor GLX	18000	2005	Individual	1	11000	
TVS Victor	18000	2004	Individual	1	46700	54852
Honda Activa [2000-2015]	18000	2011	Individual	1	28000	50267
Bajaj  ct 100	18000	2017	Individual	1	35000	32000
Hero Honda Splendor Plus	17600	2006	Individual	1	52000	
Bajaj Discover 125 ST	17500	2013	Individual	1	38000	58438
Hero Splendor Plus	17000	2010	Individual	2	50000	
TVS Spectra	17000	2008	Individual	1	50000	
Bajaj Platina 100	17000	2007	Individual	1	16000	
Activa 3g	17000	2010	Individual	1	500000	52000
Honda Activa [2000-2015]	16600	2010	Individual	1	100000	50267
Suzuki Access 125 [2007-2016]	16000	2011	Individual	1	40000	58314
Bajaj Pulsar 150	16000	2011	Individual	2	59000	
Honda CB twister	16000	2012	Individual	1	33000	51000
Hero Passion Pro 110	15000	2008	Individual	1	60000	
Bajaj Pulsar 180	15000	2008	Individual	1	55000	85011
Bajaj Discover 125	15000	2011	Individual	1	32000	57549
TVS Flame	15000	2010	Individual	1	12000	
Bajaj Pulsar 150	15000	2006	Individual	1	55000	
Hero Honda Glamour	15000	2006	Individual	1	80000	
Hero Honda Splendor Plus	15000	2005	Individual	1	65000	
Hero CD Deluxe	15000	2014	Individual	2	34000	
Bajaj Kristal	15000	2007	Individual	1	30000	
Hero Honda Splendor Plus	15000	2007	Individual	1	30000	
Bajaj Pulsar 150 [2001-2011]	15000	2005	Individual	1	47670	
Hero Honda Splendor Plus	15000	2004	Individual	1	14500	
Hero Honda CD100	15000	1999	Dealer	2	10000	
Hero Honda CD100	15000	2000	Individual	1	50000	
Hero Honda CD Deluxe	15000	2011	Individual	1	70000	
Hero Honda CD100	15000	1998	Individual	1	65000	
Hero Honda Achiever	15000	2009	Individual	1	86000	
Hero Honda Splendor Plus	15000	2006	Individual	1	100000	
Bajaj Discover 125	15000	2011	Individual	1	47000	57549
Honda Activa [2000-2015]	15000	2006	Individual	1	50000	50267
TVS Wego	15000	2011	Individual	1	65000	54760
TVS Apache RTR 160	15000	2009	Individual	4	880000	
TVS Wego	15000	2011	Individual	2	20000	54760
Bajaj Xcd	15000	2008	Individual	1	100000	
Hero Glamour 125	15000	2011	Individual	1	75000	61600
Bajaj Discover 110	15000	2007	Individual	1	70000	52710
TVS Apache [2006]	15000	2006	Individual	1	40000	
Yamaha Gladiator	15000	2009	Individual	1	46000	
Hero Honda Splendor Plus	15000	2007	Individual	1	70000	
TVS Star City	15000	2006	Individual	1	40000	46575
Bajaj Boxer	15000	2004	Individual	1	18000	
Bajaj Discover 125	15000	2013	Individual	2	35000	57000
Bajaj Pulsar 180	14900	2007	Individual	1	50000	85011
Hero Honda CD Deluxe	14700	2005	Individual	2	30000	
TVS Scooty Pep DLX	14500	2012	Individual	1	44000	
Honda Aviator	14000	2008	Individual	1	66000	59183
TVS Sport	12000	2007	Individual	1	72000	
Hero Honda Splendor Plus	12000	2005	Individual	1	48000	
Bajaj Boxer	12000	2008	Individual	1	17500	
Hero Honda Passion PRO [2012]	12000	2012	Individual	1	90000	
Bajaj Discover 135	12000	2007	Individual	1	60000	
Hero Splendor Plus	12000	2007	Individual	1	100000	
Hero Honda CD Deluxe	12000	2007	Individual	2	100000	
Bajaj Pulsar 150 [2001-2011]	12000	2007	Individual	2	100000	
Honda CB Shine	12000	2009	Individual	1	53000	58000
Bajaj Boxer	10000	2000	Individual	1	30000	
Bajaj Xcd	10000	2008	Individual	1	50000	
TVS Centra	10000	2005	Individual	1	50000	
Hero Honda CD100SS	10000	1997	Individual	1	646000	
Hero Honda Splendor	10000	2000	Individual	1	61000	
Honda Activa [2000-2015]	10000	2009	Individual	1	60000	50267
Bajaj Discover 125	10000	2006	Individual	1	51000	57549
Hero Honda Street Smart	10000	2000	Individual	1	24000	
Hero Honda Splendor Plus	10000	2007	Individual	1	98000	
Hero Honda CBZ	10000	2000	Individual	4	48000	
TVS Streak	10000	2009	Individual	1	100000	
Hero Honda Splendor	10000	2006	Individual	1	75000	
Hero CD Dawn	10000	2005	Individual	1	48000	
TVS Victor	10000	2005	Individual	1	55000	54852
Bajaj Pulsar 150	10000	2008	Individual	1	92233	75000
Hero Honda Passion	9000	2002	Individual	2	66191	
Bajaj Pulsar 150	8000	2005	Individual	1	58000	
Bajaj CT 100	8000	2005	Individual	2	82000	
Hero Honda Passion Plus	8000	2003	Individual	1	53500	
Honda Dio	7500	2009	Individual	2	16000	
Hero Honda Passion Plus	7500	2004	Individual	1	120000	
Bajaj Super	6000	1991	Individual	1	35000	
Honda Activa [2000-2015]	6000	2006	Individual	2	35000	50267
TVS Excel	5000	1998	Individual	1	60000	
